match_id,version,start_time,ally_hero1,ally_hero2,ally_hero3,ally_hero4,enemy_team1,enemy_team2,enemy_team3,enemy_team4,enemy_team5,banned_hero1,banned_hero2,banned_hero3,banned_hero4,banned_hero5,banned_hero6,banned_hero7,banned_hero8,banned_hero9,banned_hero10,banned_hero11,banned_hero12
3019798451,20,1488017252,90,34,54,104,76,20,84,93,88,107,80,28,91,62,35,74,8,48,65,,
3597401325,21,1512319893,86,95,108,15,6,53,85,20,57,107,103,19,62,28,80,68,10,78,72,82,35
1665822701,20,1438020155,100,15,86,56,39,3,72,85,4,11,52,51,50,30,47,62,1,12,55,,
982966785,20,1414256149,103,43,36,29,31,25,84,27,49,91,15,78,64,97,77,33,93,63,94,,
1947775308,20,1448033164,100,59,21,19,20,106,60,85,8,11,3,28,69,97,112,82,98,68,61,,
4224201762,21,1542460795,86,113,120,76,50,10,45,110,96,3,33,91,2,36,12,19,25,77,114,7,61
1977437645,20,1449177874,98,106,11,3,39,47,86,55,12,82,100,50,69,21,85,88,60,27,97,,
985780481,20,1414359261,7,78,94,69,30,13,29,88,77,15,91,64,103,92,33,65,1,20,83,,
3050857164,20,1489316458,86,74,109,33,75,51,20,11,96,90,84,55,80,89,91,34,30,5,54,,
1054093051,20,1417114567,91,17,106,55,6,20,13,92,9,103,78,68,36,65,57,41,53,29,3,,
4245903227,21,1543516866,29,93,97,23,80,27,15,38,112,78,50,121,86,2,44,16,90,33,5,114,76
4066822873,21,1534623114,86,56,13,4,9,25,112,70,42,45,58,36,91,63,19,12,88,119,51,74,46
329611100,20,1380647265,48,46,102,65,20,91,10,69,34,55,89,54,62,76,31,66,53,39,73,,
4225756508,21,1542534032,10,107,108,114,26,109,76,27,19,3,33,91,96,12,2,50,7,75,86,22,34
1876896881,20,1445216048,28,69,21,62,31,106,60,85,46,11,82,55,61,100,68,51,50,30,38,,
2738454486,20,1477591447,79,29,48,9,89,37,34,54,16,28,91,76,90,62,8,98,87,17,73,,
1876353970,20,1445189024,51,42,11,31,100,28,39,55,36,82,69,106,91,1,64,72,38,73,89,,
3858047503,21,1525076087,22,54,55,43,53,38,7,15,92,106,89,86,91,60,52,72,80,12,69,96,65
4185745466,21,1540464971,120,2,10,96,53,110,45,74,88,3,91,19,63,66,6,107,86,33,25,105,98
1944132605,20,1447876615,69,106,74,62,77,71,28,39,92,11,112,21,73,50,8,82,56,12,68,,
131825949,20,1361467419,54,72,53,64,85,90,13,3,56,88,91,55,65,58,63,2,89,79,48,,
3552645913,20,1510261680,80,86,29,17,112,1,15,55,71,31,3,38,78,85,62,70,108,54,97,75,4
2075759693,20,1452692750,55,89,22,107,50,41,43,88,25,66,91,80,74,68,77,53,54,75,109,,
536083286,20,1393178858,17,49,3,53,65,54,69,64,16,58,74,66,92,68,88,47,98,86,9,,
3461471433,21,1506179554,86,15,53,106,31,19,91,108,9,36,107,40,88,39,98,73,4,65,114,,
922828973,20,1411762138,7,13,47,43,26,9,46,42,53,91,101,78,65,15,20,33,75,68,63,,
702559658,20,1402006767,4,34,86,38,83,40,13,91,11,77,65,58,9,55,10,31,63,42,69,,
1893865729,20,1445865372,55,106,11,31,65,100,72,26,85,28,69,61,91,50,39,3,21,25,30,,
3891494975,21,1526378382,100,77,69,46,21,2,89,60,68,80,52,23,72,62,3,47,112,43,30,13,106
3231018652,20,1496852851,17,88,18,97,50,49,100,7,48,83,60,51,107,109,74,46,106,72,95,,
3166237833,20,1494273596,23,76,42,33,5,106,12,7,104,55,83,32,86,11,75,74,56,54,109,,
737927528,20,1403550962,41,78,101,65,68,23,11,69,7,77,91,33,38,47,82,75,34,46,86,,
3463978369,21,1506273792,69,86,1,40,64,36,51,113,88,53,60,66,31,81,68,114,106,27,61,,
3452226093,21,1505759426,61,100,58,36,30,81,40,74,69,53,68,91,31,12,6,15,78,72,46,,
591663567,20,1396456348,67,74,92,96,86,48,29,66,65,69,106,11,77,13,9,88,46,73,53,,
1531306161,20,1433585750,55,39,62,11,12,22,100,3,71,66,91,52,38,51,47,89,85,50,5,,
217843960,20,1371050324,72,14,92,9,1,3,39,55,64,80,65,86,91,54,66,25,58,67,53,,
706343843,20,1402170847,9,74,3,69,99,78,16,79,77,34,65,58,91,68,87,98,49,63,30,,
557317407,20,1394483687,69,11,27,65,102,43,96,9,3,74,50,68,106,34,93,17,98,63,46,,
2313728865,20,1461398544,39,38,26,76,19,102,111,62,43,80,53,107,74,30,58,20,66,93,55,,
4247243752,21,1543591213,16,109,86,28,1,55,61,103,50,90,44,92,97,80,91,76,78,114,110,93,23
3883462744,21,1526105398,60,98,55,73,52,111,43,12,69,74,80,89,23,3,41,77,72,81,106,15,70
3768665017,21,1520431040,63,103,53,11,19,62,15,16,31,3,66,72,68,91,86,109,46,65,12,51,61
362836385,20,1382996486,9,65,103,62,95,69,5,74,88,92,31,98,51,48,15,54,23,55,66,,
472854544,20,1389985957,99,93,91,88,49,40,45,9,31,3,58,74,73,83,98,72,76,19,102,,
2673871205,20,1475035573,90,74,44,88,23,41,76,111,18,28,79,6,62,89,57,10,84,17,8,,
4129044657,21,1537521220,14,88,75,50,90,92,114,99,112,6,61,63,19,58,83,74,34,109,80,12,10
2112172308,20,1454050886,80,106,107,30,71,55,53,99,20,65,66,91,76,72,67,15,109,42,77,,
4062098361,21,1534383249,7,63,9,23,119,67,42,49,84,66,58,19,36,75,45,26,12,4,53,6,46
190344479,None,1367943930,14,86,73,65,18,91,97,63,90,53,101,54,66,55,17,64,13,52,88,,
1422406844,20,1429947508,71,65,60,95,20,50,51,47,35,66,91,39,83,97,26,31,8,86,3,,
597930832,20,1396801623,48,106,40,96,86,68,34,89,51,50,54,74,77,3,66,65,58,88,56,,
123890440,20,1360702531,48,14,65,20,52,13,88,54,72,90,91,55,97,85,3,86,79,58,40,,
3514072083,21,1508574276,18,91,29,40,77,64,38,86,98,60,66,13,31,4,15,106,36,61,47,,
2452809605,16,1466536274,28,38,86,73,20,74,97,8,9,55,32,103,62,35,6,98,43,93,77,,
2010559717,20,1450417658,100,44,74,50,47,92,20,3,28,72,55,107,106,52,82,21,12,109,15,,
3327734953,20,1500663746,86,46,108,51,31,16,113,25,41,60,55,65,71,7,68,99,92,88,6,,
3548767455,21,1510070452,7,1,53,47,69,78,87,35,42,86,75,71,58,85,38,68,43,3,73,20,44
2461514781,20,1466872939,54,28,30,98,87,93,74,26,38,79,32,55,91,8,109,107,29,43,41,,
138442234,20,1362081264,48,17,88,53,72,92,78,90,54,91,65,97,55,79,21,62,12,38,39,,
2551542809,20,1470443790,9,102,79,93,62,8,87,65,10,6,91,111,103,48,98,73,89,70,86,,
2452604365,16,1466528622,49,55,30,18,87,63,74,26,28,91,32,110,62,50,43,73,93,56,12,,
456270143,20,1388938624,54,38,25,48,40,88,53,93,9,70,73,99,5,13,3,17,79,76,39,,
1379746473,20,1428344258,39,11,26,95,87,93,33,22,60,35,66,7,65,12,25,38,61,97,94,,
1047587322,20,1416847461,87,13,109,69,88,55,42,47,91,103,78,61,20,84,38,29,3,19,6,,
3941422211,21,1528524417,77,103,45,106,74,23,37,104,2,87,91,3,80,89,22,78,101,15,57,92,114
4244302437,21,1543426597,99,10,7,80,90,89,72,16,91,86,44,121,2,78,97,50,26,85,27,22,29
313343658,20,1379431171,54,13,91,53,69,64,93,55,92,76,65,89,73,49,66,71,17,58,63,,
373877073,20,1383768767,54,21,27,51,3,47,39,55,86,45,62,31,92,28,13,9,17,65,20,,
182676229,16,1367084472,74,25,81,65,39,91,55,31,19,97,54,88,90,64,72,53,60,52,78,,
1986923590,20,1449516518,29,106,21,3,50,71,46,12,55,60,69,19,100,59,68,70,97,28,72,,
3053712988,20,1489435078,91,104,59,102,101,106,48,103,41,8,80,96,28,33,97,57,98,109,68,,
3893641241,21,1526462129,52,77,13,23,100,49,2,43,90,3,80,91,69,72,60,112,106,108,88,92,46
1843672837,20,1444001946,9,15,46,5,51,11,50,79,106,40,91,82,61,100,38,21,75,68,73,,
610263617,20,1397494749,48,21,50,88,40,66,10,86,65,68,77,74,106,54,9,13,69,89,17,,
2547598732,20,1470283554,65,16,91,73,89,103,55,54,71,32,59,62,70,66,28,111,2,8,68,,
3941338408,21,1528520723,80,86,9,22,93,51,3,13,108,2,91,38,87,66,77,106,23,4,78,17,49
702784763,20,1402026835,9,106,83,69,29,66,34,63,2,77,91,78,65,62,86,17,47,23,46,,
2359311428,20,1463126420,67,55,26,13,19,110,81,91,53,38,62,66,28,106,43,1,49,8,88,,
985527495,20,1414347525,103,18,17,84,20,29,65,38,77,91,15,78,64,43,102,36,92,33,94,,
1006602605,20,1415219310,103,13,1,29,84,18,65,98,101,91,15,78,41,90,47,36,63,96,40,,
2957478966,20,1485808338,64,9,48,96,8,84,97,86,63,79,106,80,28,75,65,76,93,13,70,,
358389312,20,1382714512,9,74,40,65,97,31,92,47,80,103,54,66,62,51,98,69,1,95,8,,
377724015,20,1384028419,86,47,54,31,63,55,40,60,92,62,103,98,53,13,8,65,51,80,69,,
2455113440,17,1466631539,109,88,20,98,95,35,13,110,107,32,103,65,55,2,11,41,43,93,60,,
3049073093,20,1489247980,91,106,12,33,72,26,74,28,55,90,80,96,62,109,50,8,88,54,6,,
136809868,20,1361912827,54,55,53,86,39,90,12,3,51,88,97,65,91,79,80,52,62,25,63,,
592897716,20,1396537963,67,13,50,62,7,40,74,9,27,65,77,88,106,51,69,96,92,53,55,,
1111812293,20,1419369861,89,65,11,96,77,40,13,46,30,60,91,20,78,50,103,61,106,8,86,,
3698141876,21,1516865203,7,80,110,74,48,27,43,57,100,62,19,86,58,66,51,3,15,54,29,63,65
978790888,20,1414086505,103,18,47,29,7,43,101,53,15,91,109,84,78,106,96,94,16,63,5,,
3889445646,21,1526298401,100,67,102,23,37,95,51,33,80,60,91,69,52,62,53,81,15,77,47,106,72
1047680381,20,1416850276,82,78,16,29,61,101,104,13,58,20,91,77,103,68,15,3,109,1,18,,
748188154,20,1404035872,1,13,16,53,42,17,103,91,19,78,65,33,69,29,51,77,96,88,9,,
3364267872,21,1502230610,86,6,39,36,13,99,100,90,70,88,91,60,7,80,18,77,65,12,61,,
227853720,20,1372172358,67,49,86,53,55,64,73,83,93,91,65,88,92,58,17,79,13,39,97,,
131123374,20,1361391306,54,72,80,40,86,97,73,90,63,91,55,88,65,66,39,53,89,58,1,,
321463697,20,1380047935,54,13,87,55,89,92,60,63,93,76,91,83,65,62,66,95,58,86,69,,
194234512,16,1368388790,44,46,86,65,88,54,17,55,40,97,101,91,90,52,70,79,3,72,8,,
3878503547,21,1525933604,88,81,97,114,93,69,77,26,16,80,53,106,91,62,60,54,23,64,2,37,4
3184542908,18,1494947016,7,17,8,98,71,53,10,64,44,51,66,84,106,97,46,86,15,90,76,,
1670974602,20,1438200466,61,39,45,72,47,30,100,105,104,11,52,89,62,112,4,53,50,99,85,,
2454814093,16,1466618147,6,29,26,74,20,60,8,43,41,55,32,38,103,87,73,34,2,107,93,,
2549509878,20,1470363764,6,38,111,17,73,9,106,84,65,32,91,89,59,29,79,2,93,41,58,,
152744772,20,1363717096,12,74,26,55,53,97,86,72,73,54,65,80,88,39,51,13,33,17,91,,
232435899,None,1372684570,48,13,3,55,51,69,79,17,54,92,91,88,65,64,49,86,23,58,75,,
408839630,20,1386107207,56,46,73,53,92,88,54,62,14,66,103,58,91,63,40,48,65,13,21,,
540147013,20,1393449496,54,17,101,88,83,106,47,9,3,68,74,92,50,58,31,40,53,13,,,
1200972008,20,1422689588,99,13,26,77,27,29,41,20,93,37,2,91,11,8,61,95,50,66,47,,
2177741136,20,1456411271,29,56,21,26,60,86,10,87,37,66,107,74,80,67,70,20,72,61,22,,
408869081,20,1386110518,81,76,91,69,92,58,48,98,65,53,103,54,5,40,66,73,13,62,63,,
1032414530,20,1416262016,87,22,93,69,96,33,67,20,43,91,103,29,78,42,89,1,101,41,16,,
381309457,20,1384282724,72,98,26,62,6,66,5,13,51,103,54,31,92,89,17,73,29,3,1,,
182748691,16,1367089819,74,52,81,91,64,8,65,97,100,90,54,80,55,86,53,39,66,72,61,,
3465739931,21,1506355402,114,53,107,106,68,77,76,71,13,91,88,62,40,86,65,45,36,61,104,,
387381106,16,1384636286,60,76,92,38,17,47,27,102,9,103,31,51,54,5,62,69,98,70,80,,
194258683,16,1368391509,10,97,86,53,88,1,17,51,79,101,91,65,54,90,72,73,13,8,39,,
2680978460,20,1475319477,79,2,93,106,30,8,91,65,89,111,76,103,6,48,17,10,19,98,87,,
352594789,20,1382285717,28,95,86,98,72,53,89,22,27,54,103,91,65,62,92,55,5,17,1,,
2463351043,20,1466943822,1,29,79,98,50,34,10,107,41,103,38,55,91,28,109,8,58,54,67,,
608748647,20,1397404525,77,39,86,29,64,98,55,79,89,83,106,50,69,9,88,92,74,11,52,,
977919889,20,1414060254,7,106,72,29,50,15,43,13,84,78,101,91,3,109,41,18,47,96,56,,
3888578614,21,1526263448,77,90,28,72,47,101,16,112,93,80,52,23,69,60,89,106,87,92,102,57,26
3050739965,21,1489312936,91,74,98,96,73,103,5,20,55,84,80,28,106,90,89,62,34,50,70,,
192403985,16,1368201243,8,97,21,53,86,54,13,72,66,80,91,88,65,12,1,73,55,49,51,,
1215530933,20,1423201290,8,99,26,11,9,35,79,65,94,2,20,66,29,39,68,51,7,106,61,,
1894030092,20,1445869399,60,21,82,31,72,39,74,100,30,91,69,55,61,18,28,97,106,51,112,,
4245828481,21,1543512990,33,44,40,92,42,94,97,121,110,78,50,91,16,2,86,19,114,112,12,25,106
916021145,20,1411498751,7,78,47,43,31,72,13,91,41,15,101,9,77,69,75,64,65,20,3,,
3172197058,20,1494532805,86,99,109,7,8,97,84,5,104,114,32,55,106,102,95,57,100,63,34,,
4126075674,21,1537357974,83,21,6,113,20,56,36,114,107,19,112,91,58,63,66,61,17,12,74,96,22
388850237,16,1384705832,72,14,21,98,13,62,92,5,1,103,54,31,51,60,17,45,76,46,28,,
2313611856,20,1461394942,6,53,26,74,43,65,112,99,69,62,80,91,107,58,55,66,67,61,56,,
739558954,20,1403629744,77,13,52,88,64,78,29,16,34,33,91,69,65,76,53,46,101,41,49,,
1074779457,20,1417916343,91,13,18,61,9,106,84,103,74,101,53,29,78,77,6,68,54,20,79,,
320303832,20,1379949494,54,74,89,55,39,1,3,53,92,76,65,86,91,66,13,58,63,69,17,,
3463373453,21,1506255061,7,114,45,46,83,97,13,86,1,36,53,31,88,40,65,33,58,8,61,,
3889125363,21,1526288028,54,60,2,47,29,82,88,30,72,120,80,64,77,89,69,12,23,81,93,114,15
251934426,20,1374680607,73,39,92,55,63,58,89,9,11,76,65,54,91,66,79,13,53,51,86,,
2314432332,20,1461417306,56,7,5,74,38,72,65,86,58,107,53,13,62,67,41,111,61,93,20,,
515547019,20,1392138892,54,74,86,51,89,68,13,53,79,5,66,62,58,17,88,48,92,33,41,,
3174172918,20,1494615602,64,13,12,57,100,55,19,91,70,114,106,69,83,7,71,63,10,17,46,,
3932378219,21,1528094782,72,86,38,6,4,89,9,78,52,66,91,77,80,60,2,64,49,37,93,106,12
3229029006,20,1496764834,7,51,54,99,93,49,60,37,16,91,106,97,95,102,8,57,65,11,17,,
4184546816,21,1540390140,75,19,109,74,83,113,9,36,107,6,61,7,110,10,91,33,63,12,22,90,106
2676167491,20,1475136285,79,29,10,76,17,2,23,6,84,91,44,75,62,8,88,65,34,41,16,,
206712251,20,1369855707,72,39,92,62,97,90,44,88,80,54,91,86,65,8,12,55,1,51,73,,
228479920,None,1372247858,67,49,5,38,75,88,73,21,53,91,65,55,92,51,62,79,86,23,27,,
1876805812,20,1445208997,88,69,82,3,30,21,55,84,73,11,61,68,106,18,31,28,51,60,112,,
238807725,None,1373380764,12,65,69,53,38,72,66,88,49,92,91,73,54,80,90,77,58,64,52,,
1893339081,20,1445848276,28,9,19,3,91,112,100,72,22,106,69,85,11,21,55,39,18,97,82,,
2549658092,20,1470372506,9,16,30,41,103,20,10,49,38,91,32,73,79,70,59,74,6,65,68,,
202693032,20,1369416620,72,39,86,62,50,40,73,55,97,91,65,54,80,79,53,3,13,66,101,,
2980900253,21,1486390003,50,74,6,13,79,48,9,23,104,91,80,108,106,63,55,11,32,53,88,,
2109652802,20,1453951325,51,106,74,3,28,25,80,107,31,91,65,41,66,58,30,38,62,61,47,,
2454633507,16,1466611768,93,55,30,74,18,60,111,43,65,54,38,32,103,62,41,69,98,49,109,,
993012508,20,1414684111,7,39,19,29,83,15,43,88,101,103,84,78,91,47,96,18,98,13,36,,
2462991375,20,1466932940,63,55,26,98,79,25,91,94,38,73,103,107,109,90,43,106,34,2,48,,
172343052,16,1365874437,54,53,3,48,12,88,97,72,86,91,65,80,90,39,38,17,52,46,55,,
2195854935,20,1457075562,80,1,107,50,3,43,55,33,77,62,76,9,66,30,26,70,20,106,13,,
352807549,20,1382296860,7,15,8,98,88,30,54,95,62,103,65,89,76,53,46,3,66,72,5,,
3276025150,21,1498505523,74,7,99,55,86,77,76,60,53,16,91,88,51,13,95,39,22,36,46,,
142159476,20,1362503358,54,88,26,62,86,65,13,3,1,90,55,91,97,17,80,39,12,79,72,,
1312862234,20,1426109876,39,78,86,35,20,91,19,65,93,95,66,2,11,8,99,60,61,51,96,,
148781614,20,1363280811,54,65,86,80,88,72,25,21,38,55,97,90,91,52,85,78,63,58,61,,
3460967200,21,1506166067,59,107,36,108,40,41,25,51,101,53,68,58,91,69,60,31,106,114,61,,
2461190427,20,1466864429,109,28,79,73,87,50,34,8,38,32,55,65,103,29,98,61,43,63,93,,
3589434725,21,1511973557,15,13,57,72,31,81,78,69,51,62,27,66,16,30,65,39,86,63,17,11,94
2678250134,20,1475222987,79,16,48,8,50,76,38,23,70,103,91,2,111,90,6,41,17,29,89,,
2673815580,20,1475032336,91,29,93,13,30,76,57,109,28,103,6,62,79,54,15,8,17,26,10,,
1843563913,20,1443994772,55,1,21,5,87,91,19,51,28,40,61,89,106,67,3,39,38,25,100,,
182717635,16,1367087536,11,51,58,8,69,61,1,79,97,80,65,91,88,55,39,52,17,25,46,,
3453875038,20,1505841779,45,86,40,6,87,7,36,81,65,68,53,75,88,107,30,104,62,60,1,,
1899850056,20,1446112952,97,106,21,62,73,85,64,72,86,28,100,31,69,68,10,55,39,8,51,,
1213147343,20,1423110618,61,99,7,11,69,39,17,30,66,65,77,29,2,20,13,8,88,50,28,,
3178906000,18,1494773727,86,17,6,102,7,65,99,90,76,83,51,54,104,37,63,109,88,46,95,,
383538044,20,1384453831,54,39,26,62,31,81,17,5,21,66,40,92,55,13,45,103,15,32,65,,
952026450,20,1412956480,15,89,51,73,16,78,26,98,1,91,101,43,109,7,103,31,68,67,90,,
213258879,20,1370549668,72,13,92,51,64,23,55,18,3,66,53,91,65,79,58,1,88,73,48,,
3589620382,21,1511981651,63,65,16,11,112,88,15,54,57,69,86,107,78,87,62,19,64,55,110,9,31
3856978772,21,1525016883,7,81,29,25,69,72,34,3,38,91,71,28,52,51,62,106,16,102,15,65,46
3457574969,21,1506014474,22,109,13,106,86,114,17,51,53,88,68,58,91,77,61,45,36,76,4,,
1897239620,20,1446005505,28,72,21,85,89,25,11,100,71,31,69,106,39,50,55,68,61,75,3,,
704668455,20,1402109321,19,74,91,51,69,97,83,27,10,58,34,77,65,63,55,99,66,103,88,,
1686931489,20,1438725370,71,47,3,11,110,62,17,112,72,39,52,15,89,55,61,25,100,1,85,,
1900046746,20,1446119542,88,106,21,3,49,71,55,39,26,100,28,85,69,112,50,8,31,62,11,,
1069525544,20,1417718953,103,13,6,53,68,64,84,98,89,101,91,106,78,1,22,74,94,67,32,,
583924864,20,1396031126,72,74,86,69,13,50,93,3,62,88,106,66,77,89,92,67,58,54,48,,
3161782355,20,1494105119,98,86,42,57,69,97,95,87,15,114,32,37,83,11,70,109,8,43,76,,
172257959,16,1365868936,54,39,86,97,3,46,78,90,72,53,65,55,91,62,12,85,49,88,51,,
1571709304,20,1434902677,100,47,89,72,30,17,55,52,99,39,51,11,50,90,15,1,62,7,33,,
2112310424,20,1454055806,104,109,107,86,7,43,54,41,22,91,66,65,76,72,20,30,50,51,26,,
3499441200,21,1507905584,51,108,73,98,107,12,68,69,45,60,66,58,88,61,91,59,18,63,70,,
3275011120,21,1498471771,46,7,40,55,13,35,77,60,58,51,91,88,80,8,107,4,32,111,11,,
388693538,16,1384698706,8,17,92,51,66,80,98,5,21,31,40,54,103,45,99,72,3,76,62,,
3570059287,21,1511058608,26,43,108,19,16,98,17,50,69,107,57,51,3,112,60,86,29,78,72,13,6
234046554,None,1372860764,54,17,25,73,92,72,21,13,86,88,91,55,65,83,53,79,76,62,63,,
2987211184,20,1486652930,3,46,48,38,109,22,108,50,28,63,82,91,80,93,9,55,74,106,34,,
4076257095,21,1535058023,82,7,36,56,90,9,42,46,85,58,63,12,91,20,6,4,67,112,77,45,59
1907429060,20,1446388885,55,11,82,31,47,50,98,56,69,28,100,106,73,62,38,68,8,7,12,,
985709661,20,1414355413,7,43,72,98,50,13,29,92,77,91,15,78,64,33,20,36,65,41,94,,
114157989,20,1359742717,26,78,65,80,52,91,21,19,88,90,97,55,54,3,79,58,40,86,85,,
1069613987,20,1417722427,91,40,89,69,77,78,84,33,98,20,103,13,29,104,50,64,17,36,109,,
3876477098,21,1525857837,5,80,2,23,60,98,43,10,30,62,53,52,91,69,100,87,16,68,12,38,76
1004153120,20,1415116712,7,99,10,64,103,48,86,101,104,78,84,29,91,13,16,15,18,1,43,,
3772078989,21,1520604323,101,15,29,72,107,43,48,87,78,88,66,16,103,89,3,86,47,38,109,108,81
1219347775,20,1423320091,2,13,75,77,19,11,91,3,97,58,8,66,65,33,31,50,26,38,68,,
972851295,20,1413817354,30,106,94,88,65,97,86,68,93,91,101,78,84,43,44,13,1,99,22,,
221262749,20,1371424480,72,68,86,51,58,64,55,89,63,91,65,10,66,53,67,33,69,92,23,,
372675820,20,1383678883,39,15,92,51,47,5,54,103,53,62,31,98,80,7,65,40,13,86,76,,
2740818402,20,1477685453,91,29,10,76,58,8,88,86,98,90,65,79,6,46,41,74,4,11,54,,
2526630868,20,1469402456,9,102,111,70,62,87,74,109,65,91,41,16,6,15,93,55,54,98,34,,
2455024523,16,1466626860,106,29,30,63,66,81,13,80,91,103,32,55,110,62,18,43,98,2,69,,
3232133974,20,1496912667,74,86,59,88,5,103,49,41,13,51,87,83,60,107,33,57,54,15,70,,
475465395,20,1390139257,45,76,102,98,73,88,72,51,92,58,3,91,74,66,53,54,15,9,50,,
2547448984,20,1470273756,70,91,65,59,103,17,41,5,10,6,79,55,32,9,66,43,58,8,46,,
611720889,20,1397582316,8,74,30,65,91,19,69,83,39,89,77,68,106,10,50,46,86,66,13,,
613149649,20,1397667945,9,106,86,103,77,17,27,55,3,83,65,74,89,88,51,69,96,92,48,,
2676276054,20,1475140516,90,98,44,17,59,2,111,41,62,75,76,91,79,10,55,73,89,29,8,,
4182861409,21,1540297191,6,40,86,74,119,2,36,110,73,19,91,10,61,107,112,12,9,83,21,65,56
2409258294,20,1464948150,18,65,91,43,67,21,29,3,58,62,107,54,38,49,111,30,63,56,13,,
321548423,20,1380054035,54,55,86,80,46,92,73,69,53,76,91,89,65,11,17,95,66,39,88,,
1893399897,20,1445850680,28,21,11,31,100,3,51,70,39,55,82,84,69,61,50,85,106,59,9,,
2985468097,20,1486573270,5,106,54,28,50,104,95,86,80,91,84,90,79,55,63,35,96,98,73,,
237961164,None,1373290808,54,17,90,21,83,1,53,76,92,55,65,91,73,66,72,58,86,69,79,,
3893448698,21,1526454843,94,86,69,106,51,11,38,43,64,3,80,91,23,72,77,10,12,87,93,48,95
1052173886,20,1417036823,103,22,56,29,57,44,20,13,65,93,78,41,91,77,69,68,106,67,84,,
1689526977,20,1438819718,55,25,62,48,68,51,17,11,30,39,52,89,72,61,86,85,1,7,112,,
3875992958,21,1525839303,86,94,69,106,16,71,43,30,48,80,89,23,72,60,52,12,57,15,102,11,93
374943827,20,1383847964,72,65,88,51,20,31,23,62,97,98,91,92,54,45,79,40,74,89,13,,
2721329773,20,1476906806,37,19,10,106,107,1,9,79,55,6,76,88,65,48,8,93,74,23,13,,
4072441405,21,1534883048,107,12,9,10,73,70,110,63,20,75,91,42,58,4,5,88,19,56,119,36,82
3453969307,21,1505846105,22,61,29,45,3,60,21,6,53,36,75,65,88,30,31,40,55,87,12,,
3941608894,21,1528531620,101,4,9,106,3,94,25,28,60,80,91,77,38,22,66,2,61,69,26,67,78
210038938,20,1370198345,73,39,92,53,90,12,3,97,80,91,65,72,54,79,83,86,13,38,1,,
599680090,20,1396902177,47,74,7,69,88,42,46,5,65,77,106,83,92,96,48,67,63,56,20,,
342557527,20,1381596244,54,76,86,21,47,53,5,102,95,89,91,65,103,62,98,69,55,51,15,,
1076909503,20,1417983890,87,15,109,29,84,78,64,101,43,103,77,104,20,13,89,30,61,41,74,,
224114651,20,1371752394,1,13,86,31,83,41,39,55,40,72,65,66,91,64,89,88,62,3,53,,
1950565767,20,1448127726,28,8,73,3,31,86,11,69,78,91,68,112,21,12,59,100,106,97,38,,
4192237735,21,1540759350,86,114,95,97,109,84,78,19,110,33,2,10,91,66,36,22,83,12,3,25,106
3745527313,21,1519222540,42,100,15,12,41,39,64,62,16,66,91,60,90,87,19,30,49,72,29,98,69
3168161006,20,1494352200,71,46,98,104,100,51,76,21,109,32,83,106,37,13,65,3,55,87,35,,
4127424284,21,1537434592,17,16,6,19,26,53,25,88,12,91,84,61,86,75,7,112,58,100,63,56,74
4061880066,21,1534362983,7,19,36,46,70,3,43,88,17,92,75,6,56,33,58,113,5,61,63,9,59
405320803,20,1385841478,54,21,31,48,40,3,9,63,60,66,103,58,53,13,91,62,65,15,76,,
1035866217,20,1416419560,87,15,109,29,64,101,89,83,43,20,91,69,78,93,103,40,33,41,44,,
1527923455,20,1433482591,85,17,86,46,51,5,39,68,6,72,91,52,100,30,61,7,49,15,12,,
331945647,20,1380827664,63,80,88,55,72,76,7,86,15,89,54,65,91,102,47,3,11,23,69,,
2716960238,17,1476716964,37,28,54,106,90,89,107,2,16,91,76,6,23,73,8,10,88,19,17,,
3329877327,20,1500745699,95,86,92,60,19,5,77,25,7,55,65,41,71,27,51,47,33,29,46,,
3159307895,20,1494010798,12,7,8,110,88,100,39,109,37,114,83,32,104,43,65,2,74,25,46,,
3166167711,20,1494270448,91,46,54,99,87,11,15,51,69,55,83,32,86,74,70,106,93,33,12,,
617246742,20,1397901664,89,34,92,13,69,79,48,50,88,77,66,65,106,58,9,17,16,40,74,,
3355760651,21,1501866460,74,86,12,65,45,9,41,103,27,13,88,89,23,75,7,90,16,39,80,,
966532209,20,1413570807,84,15,94,98,104,56,97,16,101,47,91,96,78,29,44,7,9,86,1,,
3524160050,21,1509032014,86,8,97,106,43,56,64,50,107,13,114,40,31,81,4,3,65,20,61,,
3356066834,21,1501881214,74,16,18,7,44,13,68,81,53,65,4,88,114,51,39,106,41,33,12,,
232533786,None,1372693128,72,39,91,21,51,86,88,49,10,92,65,73,55,13,67,53,63,97,54,,
3862603578,21,1525275083,101,15,99,23,87,93,43,102,16,91,80,57,52,54,71,10,3,86,111,69,94
217888188,20,1371054038,36,39,88,51,72,55,67,68,79,92,65,91,53,23,86,13,54,45,1,,
238002495,None,1373293982,72,49,91,62,79,13,1,68,7,92,73,54,65,55,17,76,46,21,53,,
172305118,16,1365871747,54,39,3,80,10,97,55,73,86,53,91,90,65,1,88,12,13,72,17,,
4247178238,21,1543589203,33,10,14,76,72,16,108,91,61,77,90,97,92,44,80,27,29,26,65,114,45
731643585,20,1403289873,44,74,87,29,31,75,82,9,7,65,91,77,34,78,68,106,69,50,46,,
4210648278,21,1541743437,96,86,109,114,5,12,63,53,59,2,6,33,3,10,91,36,25,7,97,19,61
