match_id,version,start_time,ally_hero1,ally_hero2,ally_hero3,ally_hero4,enemy_team1,enemy_team2,enemy_team3,enemy_team4,enemy_team5,
471919473,None,1389936246,2,29,30,89,16,35,36,38,86,
526950086,None,1392692713,8,9,10,26,25,51,53,67,109,
646429469,None,1399399883,27,31,39,46,2,35,43,96,102,
470832291,None,1389866980,7,49,98,102,8,62,71,73,93,
698241057,None,1401811623,39,53,84,92,14,60,74,86,93,
861618860,None,1409243889,31,39,51,101,34,41,69,75,77,
714785742,None,1402557781,16,34,53,86,19,31,56,58,99,
676294726,None,1400865408,43,51,81,86,5,46,50,53,99,
541271031,None,1393523839,5,51,88,104,23,26,53,63,109,
2136717901,16,1454913154,22,64,80,88,41,57,74,93,99,
446069715,None,1388362267,26,48,62,104,5,13,21,33,81,
859720030,None,1409155987,16,27,88,106,19,33,45,69,77,
649690078,None,1399578887,12,13,39,86,9,18,75,82,106,
569936098,None,1395282992,13,26,82,110,6,23,50,80,92,
514413564,None,1392065483,9,12,30,53,33,65,73,74,109,
625879497,None,1398374373,83,96,104,106,4,16,32,74,100,
625392998,None,1398350621,46,53,74,86,7,13,48,63,110,
502025674,None,1391640772,47,52,53,81,7,39,41,69,93,
649858191,None,1399590099,9,25,26,74,2,42,49,86,99,
2138658888,None,1454982073,15,22,36,101,1,10,20,58,88,
815730769,None,1407130993,11,15,56,68,16,17,27,42,53,
495797860,None,1391297584,27,54,74,99,13,23,26,62,97,
1042626995,None,1416672845,8,31,56,111,9,26,44,75,84,
1349479986,None,1427345643,30,38,74,107,2,11,27,39,68,
2154301297,16,1455549429,26,35,41,73,18,20,43,56,87,
646655245,None,1399414689,4,37,75,101,9,31,54,74,86,
774897323,None,1405306780,17,34,40,71,2,8,21,51,75,
747404119,None,1403993005,4,9,18,86,21,44,53,69,91,
574427068,None,1395513082,5,42,50,74,18,38,68,78,85,
590639157,None,1396389508,8,25,74,86,5,48,53,97,106,
755131436,None,1404357679,9,17,75,79,34,40,63,84,93,
1262871710,None,1424587423,17,36,63,68,22,35,37,45,85,
500169796,None,1391540230,9,14,58,98,10,50,53,63,104,
567074901,None,1395091706,17,85,87,109,7,10,21,69,74,
537392103,None,1393264428,26,74,86,89,1,25,34,63,84,
698766349,None,1401832631,2,26,34,80,5,17,30,35,63,
511713976,None,1391923415,1,4,50,73,9,53,63,74,102,
542832007,None,1393623055,16,68,78,104,1,35,38,74,86,
745371376,None,1403900268,21,57,62,84,9,23,69,75,104,
536546140,None,1393217786,16,48,84,93,9,23,35,79,104,
682152039,None,1401125290,9,13,27,83,26,31,38,89,99,
789392225,None,1405962347,27,34,64,99,17,29,41,57,58,
488712747,None,1390946132,7,9,30,74,11,33,48,55,87,
2121997413,None,1454380024,7,29,50,67,26,36,63,68,70,
860236715,None,1409181428,4,60,74,83,33,46,71,81,101,
985545327,None,1414348143,9,14,80,85,16,29,41,43,89,
583706747,None,1396022721,3,10,69,93,2,9,39,63,110,
807349083,None,1406746950,9,25,51,101,42,53,74,79,88,
700668536,None,1401916842,14,67,107,110,4,5,10,17,53,
457120390,None,1388991587,2,84,88,91,3,17,32,102,104,
2138802956,None,1454990481,22,28,56,62,31,34,55,90,106,
463892530,None,1389419145,14,35,38,86,9,46,72,74,98,
446119984,None,1388367415,9,11,48,64,13,16,28,29,47,
2114549336,None,1454132275,51,55,74,86,18,22,28,40,93,
861763465,None,1409249342,9,16,37,78,42,53,70,74,99,
603906027,None,1397160456,15,30,53,74,18,23,46,75,86,
550904524,None,1394123437,59,77,88,98,17,40,44,64,99,
920123748,None,1411677430,6,46,63,75,15,53,54,69,86,
460849350,None,1389215152,9,53,75,80,6,17,21,40,98,
801234844,None,1406476324,29,45,51,58,27,34,60,77,101,
696622816,None,1401736322,41,50,54,107,3,19,21,38,40,
803645536,None,1406579440,31,39,62,101,23,53,69,73,78,
833564775,None,1407951270,2,7,34,41,5,9,48,69,88,
2828435788,17,1481100476,17,43,70,104,5,9,26,48,61,
643614450,None,1399255738,5,14,31,47,7,19,23,40,53,
811452117,None,1406934155,10,34,41,86,29,46,69,84,104,
479783152,None,1390411726,9,14,64,81,4,16,23,33,93,
841164787,None,1408298580,9,35,49,86,8,39,53,84,88,
529830682,None,1392841875,35,48,69,86,21,32,55,71,97,
538704116,None,1393352911,27,36,44,97,1,2,9,66,74,
676416984,None,1400869859,17,30,53,55,1,16,62,74,96,
2154403622,None,1455552276,9,23,32,76,4,34,86,98,104,
635688097,None,1398874509,9,23,26,77,14,20,48,69,110,
1261097576,None,1424535892,5,64,99,103,22,35,37,43,85,
837582037,None,1408146872,23,30,53,96,9,47,89,100,101,
676630474,None,1400879386,17,26,69,98,11,48,77,88,96,
727636347,None,1403128966,20,34,69,110,19,22,77,91,96,
692275537,None,1401561431,28,34,74,94,5,10,23,40,51,
477399081,None,1390255421,40,61,74,85,3,9,17,20,72,
673220411,None,1400725123,31,51,74,95,9,11,62,79,83,
558210303,None,1394549630,1,9,14,74,17,42,63,64,69,
439072144,None,1387925123,21,51,62,88,26,73,74,97,104,
636423432,None,1398917097,14,30,58,73,9,16,33,63,82,
542704376,None,1393615166,9,16,63,86,2,14,25,50,104,
440785420,None,1388065802,8,14,40,86,9,25,33,39,104,
728880966,None,1403186766,2,8,13,106,29,40,44,46,64,
526320627,None,1392649363,7,27,62,76,3,5,15,22,54,
492547493,None,1391145875,14,25,39,69,13,22,35,99,109,
2163734717,None,1455920261,11,14,49,71,6,7,28,74,98,
461943620,None,1389287535,8,46,61,73,78,79,80,99,107,
2122118821,None,1454387137,9,42,70,79,6,32,49,64,66,
589240251,None,1396299077,28,45,50,106,14,27,54,57,63,
440981286,None,1388076702,7,11,31,72,9,13,48,101,104,
622875020,None,1398194968,27,32,59,101,16,30,56,72,86,
601124304,None,1396992015,37,85,98,104,7,17,21,53,75,
478772203,None,1390346043,31,42,69,80,5,26,35,39,81,
479732992,None,1390409335,21,46,48,51,31,40,73,74,107,
657168921,None,1399943068,9,25,59,81,5,56,69,73,75,
624345020,None,1398282655,2,3,51,76,9,23,79,86,93,
835828453,None,1408065664,30,41,77,104,0,34,46,67,96,
912494290,None,1411349491,18,20,26,86,9,22,27,51,67,
649289923,None,1399563524,41,91,92,110,2,3,14,18,34,
520893842,None,1392411272,7,21,47,48,28,40,74,82,89,
498955500,None,1391467128,35,45,51,109,49,64,79,99,110,
470114914,None,1389806904,4,41,51,87,12,50,63,74,104,
537513923,None,1393271595,14,40,47,63,17,26,50,54,110,
684092220,None,1401217809,9,27,62,74,7,32,46,56,57,
685926433,None,1401304232,2,4,88,110,12,51,53,90,93,
562200427,None,1394817345,5,11,30,109,31,40,74,98,106,
487026148,None,1390842808,7,47,68,74,1,2,15,37,98,
2145121459,None,1455221920,25,39,48,104,1,4,11,47,68,
836641093,None,1408107342,8,61,68,109,26,41,70,74,104,
657181609,None,1399945086,14,31,47,69,34,52,62,81,82,
669748364,None,1400535390,8,29,34,90,16,47,82,87,88,
841362690,None,1408306774,53,69,75,106,57,78,82,87,95,
684327391,None,1401234394,14,30,53,82,9,13,16,54,65,
920084540,None,1411675208,13,26,29,62,19,34,92,101,106,
916290575,None,1411517451,8,21,62,86,7,17,34,53,71,
500031252,None,1391533676,34,56,69,104,21,51,68,74,99,
531661013,None,1392930688,51,63,73,75,9,34,48,99,106,
478919187,None,1390362326,7,8,47,104,5,17,45,78,99,
791642524,None,1406058696,2,26,74,94,13,20,40,77,80,
512771095,None,1391967023,2,21,67,86,14,27,41,53,59,
716606004,None,1402641615,16,30,41,52,27,34,55,66,72,
738257950,None,1403572172,13,36,51,70,5,16,17,21,48,
448739591,None,1388510413,1,40,76,93,33,48,50,88,104,
582293395,None,1395950129,5,37,40,74,9,11,27,53,67,
673093111,None,1400711119,7,14,39,64,1,23,29,34,69,
459794645,None,1389156850,7,75,80,98,11,18,32,40,64,
471891108,None,1389933612,14,23,74,87,44,63,65,104,107,
750915747,None,1404154591,23,29,83,84,7,8,78,79,99,
684200446,None,1401223511,2,41,62,88,34,53,87,99,106,
795987637,None,1406260318,34,53,86,99,12,30,43,51,54,
441552436,None,1388119142,30,54,82,93,9,23,65,69,92,
837793565,None,1408161541,34,89,93,100,11,38,56,78,101,
537594923,None,1393277814,26,28,53,93,8,51,74,88,104,
456993552,None,1388981224,30,39,64,93,40,62,69,80,86,
811489719,None,1406937073,62,74,77,109,2,17,51,53,93,
646529505,None,1399405352,8,43,71,85,7,9,11,25,62,
1261394161,None,1424542872,11,18,97,105,22,35,41,75,93,
714267175,None,1402521683,9,16,46,50,2,11,17,45,51,
684389692,None,1401240998,9,10,30,35,11,38,50,79,93,
625946279,None,1398381287,5,11,55,83,26,63,74,92,109,
2149815333,None,1455386889,14,25,41,62,12,20,22,74,106,
801369470,None,1406480975,39,79,80,101,14,42,47,65,67,
686053632,None,1401310638,21,26,34,104,59,63,74,87,92,
785970049,None,1405827074,21,58,77,90,53,67,76,86,102,
488747792,None,1390949380,9,87,104,107,16,21,43,47,73,
450274433,None,1388605206,11,54,62,92,9,34,63,75,93,
2173466535,None,1456242129,31,70,76,88,7,39,53,56,72,
816760274,None,1407169344,31,45,78,106,16,26,51,70,87,
2116178763,None,1454173991,1,14,46,106,26,55,73,80,104,
714718446,None,1402554571,2,4,9,26,23,42,44,79,98,
489040735,None,1390976986,17,26,61,106,9,23,49,52,107,
485963659,None,1390774863,54,73,86,98,26,36,55,69,99,
602397674,None,1397069410,27,30,59,88,17,26,34,41,56,
682484209,None,1401140851,2,47,86,89,20,30,57,59,98,
2192269321,16,1456930672,18,23,31,82,14,15,54,62,96,
603776270,None,1397153343,21,63,69,106,9,16,73,74,89,
860256367,None,1409183251,29,39,69,86,27,42,46,93,104,
767300935,None,1404927919,2,17,56,110,4,31,39,61,104,
1268878401,None,1424739381,2,27,34,57,33,35,37,41,85,
839812519,None,1408249479,4,45,74,98,26,30,61,82,93,
858022601,None,1409075653,46,83,85,90,42,60,66,86,93,
832589443,None,1407915684,7,21,43,101,1,17,45,46,75,
462459446,None,1389331157,8,10,26,66,28,47,63,64,69,
594348609,None,1396625824,2,9,26,74,8,31,46,62,98,
1377838069,None,1428284404,11,50,54,66,16,36,44,62,95,
498523299,None,1391443503,9,20,62,99,2,17,30,48,86,
2128940951,None,1454649511,7,9,22,99,30,46,49,53,63,
477489915,None,1390265323,14,26,42,93,21,53,60,77,79,
683923999,None,1401211058,9,64,87,109,4,10,42,51,74,
645191426,None,1399338113,21,46,63,68,9,13,14,44,65,
770854171,None,1405108682,1,51,75,88,10,17,29,49,101,
1246104320,None,1424150841,16,22,35,57,11,19,37,90,95,
805577300,None,1406665915,22,31,53,99,7,21,36,96,104,
499124089,None,1391486001,20,35,63,99,3,9,17,45,67,
743857662,None,1403841927,40,65,104,106,9,17,53,78,86,
494045009,None,1391210164,31,36,74,81,3,11,14,28,93,
900824048,None,1410881778,30,31,78,97,41,46,51,58,86,
472815535,None,1389983122,9,11,104,107,21,23,29,34,97,
803793374,None,1406589459,41,43,53,81,9,17,18,29,68,
610590049,None,1397514307,4,9,68,98,10,13,16,47,69,
468123242,None,1389676390,0,36,69,98,16,26,38,93,107,
472061289,None,1389947145,9,17,35,77,11,38,69,86,88,
480085435,None,1390432809,51,69,72,90,4,5,23,61,100,
860438463,None,1409198959,27,34,77,78,6,9,46,88,99,
839434290,None,1408224086,16,47,75,78,44,46,62,100,101,
860412821,None,1409197055,14,39,61,70,9,40,41,78,93,
839625656,None,1408237795,2,69,74,79,7,27,43,53,104,
477437778,None,1390259164,5,19,62,74,14,17,73,79,96,
558277623,None,1394552546,22,38,63,89,9,30,53,54,74,
461979569,None,1389290385,13,29,72,86,5,17,23,57,73,
570855476,None,1395331691,11,35,69,88,2,19,50,56,74,
2114666096,16,1454136244,12,35,49,62,1,14,25,50,55,
839598695,None,1408235637,46,51,64,86,27,41,53,67,99,
793637427,None,1406146346,46,68,69,96,60,70,80,99,106,
624404105,None,1398287262,2,9,41,74,14,23,40,106,110,
770899392,None,1405111413,53,65,86,103,10,15,17,69,101,
738421434,None,1403584819,37,39,90,106,27,30,51,75,82,
741845963,None,1403736942,16,27,74,80,3,6,34,53,63,
2214807702,None,1457712052,18,40,53,98,14,22,46,67,113,
1240081096,None,1423989330,6,17,31,85,22,35,37,45,52,
485932111,None,1390772219,14,57,69,100,9,17,19,53,86,
594720606,None,1396641308,31,53,65,93,12,27,34,92,98,
2145068662,None,1455219774,1,20,36,74,7,11,26,40,63,
568565287,None,1395195515,9,16,25,34,10,23,33,62,74,
610296587,None,1397495531,21,79,96,106,2,23,40,48,102,
465576822,None,1389511478,11,53,79,99,15,16,17,28,90,
861568009,None,1409242138,26,35,53,96,6,16,20,29,43,
713927752,None,1402507764,8,9,11,16,10,14,20,53,87,
516168373,None,1392178853,1,50,55,96,26,34,41,63,102,
538856900,None,1393363833,4,21,33,74,17,20,46,48,101,
514374773,None,1392062888,6,14,31,104,2,8,30,97,110,
625597901,None,1398358670,9,16,47,86,27,38,56,75,106,
789310107,None,1405959652,26,70,85,88,7,21,69,104,106,
685993016,None,1401307260,4,19,21,25,8,20,47,74,109,
463476296,None,1389384597,5,32,53,93,26,28,62,74,79,
873109985,None,1409794307,34,51,75,106,1,78,94,98,101,
783701508,None,1405720920,14,31,41,84,11,16,53,59,93,
603736890,None,1397151549,5,43,48,86,27,36,51,62,77,
561367704,None,1394777142,26,90,97,99,7,11,28,79,107,
751353283,None,1404182894,27,88,96,101,7,35,46,87,99,
493514753,None,1391184921,9,21,100,102,23,31,69,78,110,
837123795,None,1408123111,5,34,42,77,7,10,15,75,97,
669946042,None,1400555748,1,7,75,93,31,35,48,86,106,
815125575,None,1407092252,3,33,34,69,4,7,47,51,66,
835639908,None,1408047890,15,36,46,64,52,55,77,86,106,
2149952337,16,1455390961,22,25,55,93,20,35,49,86,103,
1235628443,None,1423861028,7,17,18,35,11,21,51,68,112,
2147437968,None,1455307375,11,25,106,111,7,27,56,74,95,
797536541,None,1406319153,30,34,51,53,9,37,58,80,93,
538817397,None,1393360145,30,39,67,83,63,73,74,75,77,
478975258,None,1390367796,27,53,61,67,26,42,47,58,69,
2434845270,16,1465876768,2,33,53,56,32,43,44,65,86,
552490887,None,1394215685,23,41,63,91,2,4,45,48,89,
780194283,None,1405565647,26,63,66,76,13,25,41,42,74,
632339516,None,1398699645,7,53,63,74,26,41,87,98,106,
572733938,None,1395432504,43,79,104,106,8,34,69,88,90,
594505447,None,1396631693,13,62,68,104,9,53,56,67,96,
532676486,None,1392999006,9,34,37,72,49,59,81,88,93,
560870701,None,1394727282,31,74,88,93,2,32,51,66,84,
541495787,None,1393539265,13,32,50,98,9,28,53,74,94,
644543946,None,1399301410,2,11,68,74,41,43,64,99,101,
729072608,None,1403191302,47,85,86,93,3,4,9,33,46,
886314840,None,1410306735,9,42,48,55,12,29,47,51,69,
1955799133,None,1448324333,50,72,73,85,53,59,62,64,98,
775902715,None,1405351121,17,33,42,63,8,34,36,69,86,
753455623,None,1404280762,4,41,62,64,29,50,60,69,104,
469375571,None,1389764788,40,50,56,94,15,51,67,74,86,
795674631,None,1406238077,9,41,69,75,23,30,78,89,101,
1249149137,None,1424232488,8,37,68,84,22,25,30,85,95,
725770889,None,1403039860,15,22,53,64,4,16,35,83,98,
594417401,None,1396628316,8,13,30,90,5,9,34,75,77,
441368726,None,1388101318,27,74,76,98,9,26,31,93,102,
567149241,None,1395099667,9,14,21,67,2,39,68,86,93,
696532618,None,1401732926,47,54,72,110,9,21,34,67,74,
558653281,None,1394576618,1,34,53,88,17,19,27,99,110,
549991026,None,1394066778,31,37,47,99,7,41,43,53,106,
582208959,None,1395945830,56,74,80,106,14,18,58,66,93,
525707476,None,1392616750,39,86,90,98,5,9,10,26,48,
537831040,None,1393304200,19,53,72,93,7,9,26,39,106,
565342220,None,1394982309,3,9,27,69,2,74,86,88,106,
637390965,None,1398955112,51,53,82,93,9,11,27,87,106,
2114415024,None,1454126715,8,21,41,90,35,53,80,84,104,
446161657,None,1388371405,47,69,87,104,17,18,51,106,107,
885897844,None,1410283039,7,26,51,101,33,34,41,42,74,
602200334,None,1397060221,3,9,51,74,19,49,69,86,106,
489006833,None,1390974628,61,70,82,86,21,22,26,48,64,
989821989,None,1414549779,9,23,63,91,26,62,82,92,109,
440511669,None,1388032692,4,5,32,62,34,43,53,76,98,
2124083535,None,1454452641,8,21,25,93,19,54,62,87,94,
607451355,None,1397343569,30,62,88,106,13,52,53,73,107,
622712404,None,1398187004,53,68,93,106,11,16,69,71,102,
497665419,None,1391399148,3,9,11,109,23,40,68,93,98,
931823478,None,1412101720,17,74,87,99,8,19,21,51,109,
532924075,None,1393010095,9,68,88,106,4,54,62,74,86,
673274205,None,1400729712,14,16,74,96,9,22,48,53,86,
795437676,None,1406227369,27,39,40,61,33,41,43,69,102,
467738926,None,1389640388,1,53,56,93,9,13,33,47,50,
627291045,None,1398451418,13,26,67,96,2,17,50,99,103,
636084768,None,1398889575,17,81,90,106,1,16,34,55,104,
2171846171,None,1456188808,7,20,76,102,12,13,49,86,88,
467658122,None,1389635818,14,53,62,75,5,12,47,61,69,
526793646,None,1392675067,13,58,70,110,14,20,26,59,72,
433103653,None,1387603182,5,43,63,104,23,50,68,93,99,
711745144,None,1402411952,4,29,69,80,3,11,21,70,75,
536464948,None,1393209553,21,30,53,74,56,75,98,104,110,
585616090,None,1396109244,25,51,68,73,9,11,20,93,106,
1243216787,None,1424073326,39,57,85,102,8,15,22,36,83,
446215262,None,1388376188,46,62,71,87,10,21,40,82,96,
541651185,None,1393559344,26,55,77,93,19,23,35,59,88,
860581805,None,1409207448,9,41,43,96,3,34,57,69,93,
513248467,None,1392002294,21,44,48,86,14,29,30,35,51,
833671541,None,1407955586,35,53,85,107,3,9,15,41,51,
718110904,None,1402696758,4,66,87,97,7,9,13,74,75,
632508335,None,1398706019,14,69,86,99,8,25,48,64,74,
751173786,None,1404169103,9,25,34,62,15,41,47,53,74,
548232939,None,1393947015,7,17,31,106,21,48,51,91,102,
856707832,None,1409023922,11,30,96,107,7,10,47,63,70,
441333748,None,1388097898,18,74,86,92,29,51,53,62,72,
837428320,None,1408136020,17,42,57,109,1,27,58,74,98,
471575997,None,1389902552,9,19,26,101,46,51,53,54,102,
1248850668,None,1424220418,8,22,68,85,35,39,50,86,104,
729000855,None,1403189562,6,39,54,69,30,48,72,74,83,
837043025,None,1408120150,40,41,74,101,25,34,42,69,80,
649814981,None,1399586330,11,34,59,88,2,14,30,31,46,
479839740,None,1390414614,1,9,11,87,17,62,72,86,101,
511676016,None,1391920864,11,20,53,109,4,9,31,48,75,
558832524,None,1394598756,20,39,68,81,45,53,67,71,74,
508676109,None,1391806934,14,20,48,62,7,8,53,74,110,
472032781,None,1389945129,39,73,87,94,3,9,17,44,52,
776728310,None,1405398333,4,26,96,107,45,56,70,84,106,
785029403,None,1405780878,31,46,53,59,42,61,70,93,106,
471547041,None,1389900768,1,50,58,74,69,73,89,92,104,
776322010,None,1405369106,11,16,90,104,34,53,61,82,101,
362988660,None,1383015564,2,32,42,83,31,40,63,81,86,
519443484,None,1392325204,9,53,74,89,14,19,51,80,86,
559794628,None,1394652550,53,63,98,110,4,8,26,69,103,
460828843,None,1389213789,17,21,69,72,5,11,42,51,93,
560928512,None,1394729977,13,21,26,46,62,79,82,84,109,
835802426,None,1408063232,9,34,37,69,21,28,62,102,106,
774875020,None,1405305033,53,55,89,101,22,30,41,77,99,
2121683511,None,1454360535,33,67,74,103,11,25,90,93,104,
456233965,None,1388936124,9,39,48,69,26,43,53,62,104,
572345736,None,1395416663,13,23,25,90,2,9,42,86,106,
837650090,None,1408152357,17,42,56,101,26,32,44,60,75,
586174555,None,1396133794,20,21,70,74,22,23,29,35,86,
836991543,None,1408118375,9,26,34,41,17,51,53,99,102,
725216646,None,1403017989,9,17,44,77,2,19,34,65,91,
805525263,None,1406663456,18,34,47,57,9,42,53,69,74,
919188980,None,1411648468,39,51,69,101,6,14,26,34,96,
756265981,None,1404405516,7,15,78,86,4,13,29,69,80,
803606781,None,1406577660,8,47,55,87,9,23,67,76,86,
1246480951,None,1424161843,8,22,57,99,11,21,37,85,86,
485883376,None,1390768763,9,26,69,93,25,53,62,72,107,
660357353,None,1400103003,29,39,62,110,15,30,44,74,87,
1349409071,None,1427342571,8,27,78,82,2,28,54,84,104,
598503612,None,1396841228,4,5,17,69,2,9,52,74,106,
602494077,None,1397075966,27,62,67,93,0,3,9,32,74,
783493103,None,1405710088,11,46,63,88,9,15,33,56,74,
634497208,None,1398822749,16,29,35,74,9,38,63,64,101,
655616273,None,1399865853,21,50,51,59,25,38,39,70,98,
858199758,None,1409083169,7,51,67,68,34,73,86,91,93,
649395626,None,1399567268,9,54,74,86,41,55,68,85,106,
831779019,None,1407865400,34,61,69,101,15,33,41,86,93,
1242829672,None,1424061603,8,37,68,95,2,22,35,36,57,
907326630,None,1411163038,15,42,52,80,3,9,34,46,69,
536001745,None,1393174150,29,55,63,74,11,16,20,31,104,
645105689,None,1399327882,30,39,41,98,6,13,42,53,57,
837630637,None,1408150863,41,46,102,104,26,29,47,62,93,
2133370127,None,1454786901,25,36,104,110,7,52,56,65,106,
692641340,None,1401576932,26,29,56,67,28,30,38,43,80,
526382993,None,1392652033,5,16,35,74,14,25,53,80,86,
819361055,None,1407300993,5,62,67,68,20,34,49,69,99,
789239431,None,1405957412,23,26,40,97,2,27,29,62,77,
2113098387,None,1454077290,13,30,75,76,3,14,16,74,93,
630777563,None,1398614615,9,84,88,106,25,69,89,93,110,
548818003,None,1393993239,51,84,104,110,1,26,47,88,100,
465493700,None,1389506573,17,21,42,53,0,5,6,65,88,
913419342,None,1411392339,14,55,62,105,16,27,28,47,53,
657018619,None,1399927804,23,63,74,75,1,34,54,56,57,
603878419,None,1397158710,8,45,56,74,15,31,34,48,52,
537670599,None,1393286128,4,20,27,36,16,21,25,42,48,
466739162,None,1389576482,63,74,97,107,20,49,53,61,106,
676529765,None,1400874361,3,10,17,63,11,41,73,77,88,
909775940,None,1411244416,37,39,75,85,8,74,86,101,105,
673312626,None,1400732797,23,53,74,79,9,39,48,52,69,
639299215,None,1399045660,1,10,29,30,9,36,58,59,70,
597966965,None,1396802465,2,42,74,87,11,50,51,64,110,
499079629,None,1391481682,38,69,81,88,27,43,47,104,109,
669844455,None,1400545860,9,14,21,68,28,30,46,70,88,
784019999,None,1405743334,27,46,86,93,10,30,69,101,106,
558779442,None,1394593275,30,55,62,106,4,14,27,79,93,
765484498,None,1404835977,13,46,59,73,22,28,48,77,110,
450340223,None,1388608774,9,14,63,92,47,53,73,75,102,
508305582,None,1391789435,22,44,61,71,35,49,53,68,75,
747626488,None,1404008831,3,79,98,106,16,17,27,41,51,
478951009,None,1390365515,17,42,53,68,43,62,72,74,86,
510871859,None,1391881998,9,31,54,64,2,21,41,74,89,
819326124,None,1407298585,11,50,92,98,5,12,46,56,69,
561007616,None,1394734824,2,13,16,25,0,5,39,65,98,
564197210,None,1394922734,27,48,63,77,9,21,43,70,89,
478742435,None,1390342962,16,34,75,106,2,26,80,84,93,
860481353,None,1409201867,4,75,76,83,7,22,34,53,93,
663974286,None,1400280242,9,27,54,74,8,26,43,62,69,
832654291,None,1407918439,33,63,69,101,7,12,27,80,106,
649595770,None,1399574819,40,65,74,86,31,34,53,75,77,
599316976,None,1396883555,84,87,93,106,33,36,43,68,109,
458390813,None,1389061022,49,68,88,97,9,17,18,21,55,
718010362,None,1402691272,23,34,69,79,4,17,50,51,88,
739041275,None,1403612112,18,39,60,88,5,7,34,67,74,
601094463,None,1396989514,74,87,88,106,2,8,10,40,77,
743589035,None,1403820459,9,42,58,89,27,33,34,41,80,
819258016,None,1407293455,2,36,69,87,4,62,75,93,101,
858274410,None,1409087167,31,70,75,106,33,34,74,101,110,
498721814,None,1391452141,5,12,14,51,27,39,53,56,97,
2124446408,None,1454476270,3,8,28,70,20,51,74,86,94,
447895380,None,1388470868,20,53,76,107,23,27,62,98,104,
562257624,None,1394819852,51,67,98,102,9,28,31,34,69,
2205373280,None,1457365258,11,23,71,73,2,17,20,48,111,
714630085,None,1402549707,9,29,41,101,1,45,74,86,96,
692442390,None,1401567082,32,34,52,99,14,16,26,44,62,
747471703,None,1403997268,4,31,69,84,25,35,53,63,93,
684308854,None,1401232103,2,7,21,34,9,18,39,56,91,
912431661,None,1411344034,7,27,47,62,10,49,54,61,86,
713831936,None,1402504534,17,26,40,110,7,69,74,86,106,
831679642,None,1407861556,30,34,53,55,26,27,67,69,98,
459769619,None,1389154320,29,30,61,74,5,44,50,76,80,
682089547,None,1401123174,25,40,55,100,9,22,37,65,74,
2118894802,16,1454259605,19,22,72,104,8,62,64,93,97,
783094545,None,1405695458,8,16,25,43,46,53,94,97,101,
456494080,None,1388947139,5,18,62,75,9,14,25,41,107,
783003324,None,1405692714,23,26,101,110,11,16,34,67,96,
538773489,None,1393357072,31,47,90,106,5,9,18,48,62,
859632725,None,1409152907,7,46,51,92,31,41,49,59,67,
832328401,None,1407900825,7,10,43,86,18,39,62,67,75,
463317995,None,1389376551,16,43,58,98,14,26,48,53,56,
549904936,None,1394056761,10,18,60,110,11,51,84,88,106,
561343193,None,1394774930,30,82,88,106,2,25,27,47,84,
2169544595,16,1456111457,13,14,16,31,1,11,25,58,84,
917355764,None,1411565845,4,7,29,32,21,43,46,80,109,
2131261244,None,1454727112,20,25,80,113,23,34,44,68,99,
727580209,None,1403125520,34,40,104,109,35,42,53,64,88,
645069143,None,1399324559,4,7,51,58,5,6,9,39,100,
472931440,None,1389989597,9,75,76,96,14,54,63,87,104,
869279167,None,1409582797,7,31,69,93,9,15,46,78,80,
450609906,None,1388632566,26,51,69,98,28,49,53,62,86,
643594077,None,1399253514,9,19,58,62,2,11,65,68,74,
745315612,None,1403897853,14,29,39,73,18,75,87,96,104,
839317636,None,1408218490,21,51,87,106,9,10,34,69,101,
536128177,None,1393180404,22,35,86,98,2,9,11,25,76,
456634732,None,1388953668,27,49,53,72,40,47,51,69,95,
2124520001,None,1454479771,7,8,31,90,34,38,62,67,107,
753181549,None,1404261153,9,11,19,51,5,14,29,33,56,
1257639779,None,1424450952,22,37,85,99,5,25,57,86,95,
745266128,None,1403895891,8,13,16,20,9,44,53,74,95,
635482313,None,1398868556,20,46,78,109,9,70,74,79,110,
770997734,None,1405117822,27,34,42,101,13,88,89,95,100,
551135083,None,1394135466,13,21,29,40,30,39,71,73,86,
458158257,None,1389040415,3,5,8,39,9,17,55,69,73,
811418101,None,1406931733,39,42,53,110,9,11,33,34,98,
797468863,None,1406316306,21,33,49,75,11,15,29,53,83,
2162984727,None,1455895431,31,36,48,104,5,76,91,102,106,
478471622,None,1390325911,50,62,65,98,14,66,73,88,99,
766102012,None,1404875830,41,42,61,101,8,21,25,77,89,
441518443,None,1388116314,11,35,80,86,9,15,18,37,53,
716405916,None,1402629186,9,22,66,78,31,36,65,76,77,
557556363,None,1394509788,63,73,74,109,9,17,21,79,99,
698690544,None,1401827887,26,41,88,95,2,21,34,57,74,
361713167,None,1382917535,32,33,36,73,2,45,67,69,98,
778471302,None,1405483674,29,41,101,106,20,42,44,46,84,
858591614,None,1409112937,25,41,45,100,9,18,52,78,101,
1254953831,None,1424376992,22,55,85,107,25,35,37,57,95,
625206519,None,1398344164,41,69,74,86,9,26,28,58,106,
538844166,None,1393362317,39,51,92,104,9,19,21,23,30,
645031427,None,1399321742,8,27,39,88,14,42,63,68,86,
756434887,None,1404412124,20,29,75,79,5,10,71,76,104,
673354837,None,1400735981,65,83,88,89,30,74,80,96,104,
460897040,None,1389218844,7,41,73,85,9,12,74,82,104,
2116940332,None,1454202765,27,53,56,76,1,6,57,94,107,
550794946,None,1394118650,55,69,74,106,8,48,53,63,88,
